Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.pdsm4dmp.json	23377	-	0	0	0	0	0	0	23	84	0	0	0	1	0	0	0	1	0	0	31	172	449	0	0	0	6	0	1
fsh-generated/resources/Binary-AuthorDispositif.json	1341	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	16	0	0	0	0	0	0
fsh-generated/resources/Binary-AuthorInstitutionCabinetRPPS.json	1351	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	13	0	0	0	0	0	0
fsh-generated/resources/Binary-AuthorInstitutionSNR.json	1343	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	5	13	0	0	0	0	0	0
fsh-generated/resources/Binary-AuthorInstitutionStructure.json	1349	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	12	0	0	0	0	0	0
fsh-generated/resources/Binary-AuthorPSCabinetRPPS.json	1344	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	13	0	0	0	0	0	0
fsh-generated/resources/Binary-AuthorPatient.json	1338	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	5	13	0	0	0	0	0	0
fsh-generated/resources/Binary-AuthorStructure.json	1340	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	13	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-documentReferenceToPDSM.json	7426	5	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	11	66	207	0	0	0	3	0	0
fsh-generated/resources/ConceptMap-submissionSetToPDSM.json	3412	5	0	0	1	0	0	0	0	520	0	0	0	0	1	0	0	0	0	0	12	31	88	0	0	0	1	0	0
fsh-generated/resources/DocumentReference-example-td3-1a-cr-consultation.json	3088	7	0	0	0	0	0	0	1	1945	0	0	0	0	0	0	0	0	0	0	22	28	37	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-example-td3-1a-fhir-document.json	3049	4	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	12	26	34	0	0	1	0	0	0
fsh-generated/resources/DocumentReference-example-td3-1a-ordonnance.json	3017	5	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	11	25	26	0	0	0	0	0	0
